hu_ngram,n,count,en_word,en_pron,cost
prób,1,0,pub,p ʌ b,0.75
áJa,1,0,a,ʌ,1.3333333333333333
pája,1,0,you,j u,1.0
sajtó,1,0,yet,j ɛ t,0.8
ʃár,1,0,so,s oʊ,1.0
sérül,1,0,shall,ʃ æ l,0.8
sérül + t,2,0,lot,l ɑ t,0.8333333333333334
koz + oT,2,0,calls,k ɔ l z,0.6
teʃt,1,0,test,t ɛ s t,0.0
éj + ʃak + á,3,0,use,j u s,0.8333333333333334
ʃak + á,2,0,ask,æ s k,0.75
élet + ed,2,0,let,l ɛ t,0.5
érték + es,2,0,take,t eɪ k,0.8571428571428571
üveg,1,0,eh,ɛ,0.75
alkalm + az + ás,3,0,claims,k l eɪ m z,0.7
eǧeLő,1,0,edge,ɛ dʒ,0.6
említ,1,0,m,ɛ m,0.6
említ + eT,2,0,m,ɛ m,0.7142857142857143
fel + es,2,0,flesh,f l ɛ ʃ,0.2
es + leg,2,0,l,ɛ l,0.6
leg + es,2,0,flesh,f l ɛ ʃ,0.6
fut,1,0,foot,f ʊ t,0.0
fut + ás,2,0,foot,f ʊ t,0.4
herceg + nő,2,0,ten,t ɛ n,0.7
ijesmi,1,0,emmy,ɛ m i,0.5
iráɲ,1,0,e,i,0.75
kap + ja,2,0,keep,k i p,0.8
em + el + ked,3,0,lead,l ɛ d,0.5714285714285714
el + ked,2,0,lead,l ɛ d,0.4
el + ked + ő,3,0,lead,l ɛ d,0.5
ked + ő,2,0,ed,ɛ d,0.5
koč,1,0,court,k ɔ ɹ t,0.6
koč + i,2,0,she,ʃ i,0.6666666666666666
kéɲelm,1,0,m,ɛ m,0.6666666666666666
kébz,1,0,cubs,k ʌ b z,0.5
kébz + és,2,0,cubs,k ʌ b z,0.6666666666666666
kérd + és + ek,3,0,deck,d ɛ k,0.625
és + ek,2,0,check,tʃ ɛ k,0.75
és + re,2,0,share,ʃ ɛ ɹ,0.75
ül + t + ek,3,0,tech,t ɛ k,0.4
köɲv + e,2,0,cove,k oʊ v,0.44000000000000006
lista,1,0,lit,l ɪ t,0.4
lát + tá,2,0,lot,l ɑ t,0.8
ős,1,0,sh,ʃ,0.5
méltó,1,0,melt,m ɛ l t,0.6
mér + t,2,0,might,m aɪ t,0.75
méʃ + ár,2,0,miss,m ɪ s,0.8
prob + lémá,2,0,paul,p ɔ l,0.625
prob + lémá + k,3,0,paul,p ɔ l,0.6666666666666666
lémá,1,0,mm,m,0.75
lémá + k,2,0,like,l aɪ k,0.8
stílus,1,0,to,t u,0.6666666666666666
ʃeméj + i,2,0,semi,s ɛ m i,0.3333333333333333
ʃeɱved,1,0,said,s ɛ d,0.5
ʃolgál,1,0,saul,s ɔ l,0.5
teŋ,1,0,ng,ɛ ŋ,0.3333333333333333
utal,1,0,put,p ʊ t,0.75
at + tá,2,0,taught,t ɔ t,0.75
at + tá + k,3,0,take,t eɪ k,0.8
báč,1,0,but,b ʌ t,0.8
bátr,1,0,but,b ʌ t,0.75
eB + en,2,0,n,ɛ n,0.5
diják,1,0,dick,d ɪ k,0.4
diják + ok,2,0,dick,d ɪ k,0.5714285714285714
oz + nak,2,0,talk,t ɔ k,0.8
fel + ir,2,0,fell,f ɛ l,0.4
fel + ir + at,3,0,felt,f ɛ l t,0.42857142857142855
ir + at,2,0,it,ɪ t,0.5
formá + já,2,0,form,f ɔ ɹ m,0.7142857142857143
gon + dol,2,0,all,ɔ l,0.6666666666666666
gon + dol + at,3,0,all,ɔ l,0.75
dol,1,0,all,ɔ l,0.3333333333333333
dol + at,2,0,all,ɔ l,0.6
hat + ár,2,0,hit,h ɪ t,0.8
hat + ár + oz,3,0,halls,h ɔ l z,0.7142857142857143
ár + oz,2,0,laws,l ɔ z,0.75
ár + oz + at,3,0,ought,ɔ t,0.6666666666666666
id,1,0,id,ɪ d,0.0
jár + ás,2,0,sh,ʃ,0.8
ó + ja,2,0,you,j u,1.0
jut + ni,2,0,uni,j u n i,0.2
kezd + ő,2,0,caused,k ɑ z d,0.6
og + ban,2,0,been,b ɪ n,0.8
növéɲ,1,0,nov,n oʊ v,0.44000000000000006
ʃakaʃ,1,0,six,s ɪ k s,0.6
eƝi,1,0,any,ɛ n i,0.6666666666666666
virág,1,0,v,v i,0.6
vék,1,0,vic,v ɪ k,0.6666666666666666
vék + tel,2,0,tell,t ɛ l,0.5
ér + i,2,0,e,i,0.6666666666666666
hető,1,0,et,ɛ t,0.5
ajim,1,0,im,ɪ m,0.5
beʃél + get,2,0,best,b ɛ s t,0.5
char,1,0,it's,ɪ t s,0.8333333333333334
les,1,0,flesh,f l ɛ ʃ,0.3333333333333333
fekʃ,1,0,x,ɛ k s,0.25
fordít,1,0,fought,f ɔ t,0.5
fordít + oT,2,0,fought,f ɔ t,0.625
hal + ad,2,0,held,h ɛ l d,0.6
čol + at + ok,3,0,talk,t ɔ k,0.6666666666666666
eg + ór + ijá,3,0,any,ɛ n i,0.8571428571428571
ór + ijá,2,0,e,i,0.8
ijá,1,0,e,i,0.6666666666666666
ijá + ban,2,0,in,ɪ n,0.6666666666666666
koŋ,1,0,kong,k ɔ ŋ,0.0
köz + ön,2,0,zone,z oʊ n,0.44000000000000006
köz + ön + ség,3,0,zone,z oʊ n,0.65
ön + ség,2,0,own,oʊ n,0.64
nének,1,0,neck,n ɛ k,0.4
lev,1,0,levy,l ɛ v i,0.3333333333333333
lev + ő,2,0,levy,l ɛ v i,0.5
á + tól,2,0,tell,t ɛ l,0.75
min + deN,2,0,mean,m i n,0.5
min + deN + ap,3,0,mean,m i n,0.625
deN,1,0,death,d ɛ θ,0.6666666666666666
deN + ap,2,0,depth,d ɛ p θ,0.6
motor,1,0,ought,ɔ t,0.6
mérnök,1,0,no,n oʊ,0.7000000000000001
mé,1,0,mm,m,0.5
nő + nek,2,0,neck,n ɛ k,0.4
pap,1,0,pop,p ɑ p,0.6666666666666666
ref,1,0,f,ɛ f,0.3333333333333333
mát,1,0,might,m aɪ t,0.6666666666666666
ʃeLem,1,0,m,ɛ m,0.6
toj,1,0,talk,t ɔ k,0.6666666666666666
toj + ás,2,0,talk,t ɔ k,0.8
való + s,2,0,sh,ʃ,0.8
ver,1,0,eh,ɛ,0.6666666666666666
ver + zijó,2,0,very,v ɛ ɹ i,0.7142857142857143
zijó,1,0,z,z i,0.5
viǧáz,1,0,is,ɪ z,0.6
új + ság,2,0,sh,ʃ,0.8
üNep,1,0,yep,j ɛ p,0.75
alapít,1,0,put,p ʊ t,0.8333333333333334
alapít + ó,2,0,put,p ʊ t,0.8571428571428571
doL,1,0,d'or,d ɔ ɹ,0.6666666666666666
doL + ár,2,0,d'or,d ɔ ɹ,0.8
el + ek + tron,3,0,let,l ɛ t,0.625
ek + tron,2,0,n,ɛ n,0.6666666666666666
tron,1,0,torn,t ɔ ɹ n,0.5
eléged,1,0,lead,l ɛ d,0.5
fekv,1,0,ev,ɛ v,0.5
fel + vét,2,0,felt,f ɛ l t,0.3333333333333333
fel + vét + el,3,0,felt,f ɛ l t,0.5
vét,1,0,vote,v oʊ t,0.6666666666666666
vét + el,2,0,tell,t ɛ l,0.4
grat,1,0,to,t u,1.0
grat + ul,2,0,tool,t u l,0.5
grat + ul + ál,3,0,tool,t u l,0.625
ul + ál,2,0,full,f ʊ l,0.75
ál + ok,2,0,law,l ɔ,0.5
has,1,0,sh,ʃ,0.6666666666666666
has + oL,2,0,shaw,ʃ ɔ,0.6
has + oL + ít,3,0,short,ʃ ɔ ɹ t,0.7142857142857143
oL,1,0,aw,ɔ,0.5
oL + ít,2,0,ought,ɔ t,0.5
haʃ + nál,2,0,snail,s n eɪ l,0.6666666666666666
haʃ + nál + at,3,0,sent,s ɛ n t,0.75
nál + at,2,0,not,n ɑ t,0.8
nál + at + á,3,0,not,n ɑ t,0.8333333333333334
at + á,2,0,to,t u,1.0
at + á + val,3,0,tell,t ɛ l,0.8333333333333334
hibá + s,2,0,he,h i,0.6
in + ter + jú,3,0,intel,ɪ n t ɛ l,0.5
ter + jú,2,0,tell,t ɛ l,0.75
jú,1,0,a,ʌ,2.0
jelent + és,2,0,lent,l ɛ n t,0.5
ő + ben,2,0,ben,b ɛ n,0.25
keč,1,0,kept,k ɛ p t,0.6
kem,1,0,m,ɛ m,0.3333333333333333
ét,1,0,to,t u,1.0
kéz,1,0,'cause,k ʌ z,0.6666666666666666
lélek,1,0,like,l aɪ k,0.8
mar,1,0,mm,m,0.6666666666666666
mar + aǦ,2,0,mm,m,0.8
aǦ,1,0,a,ʌ,1.5
aǦ + on,2,0,gone,g ɔ n,0.75
men + ő,2,0,men,m ɛ n,0.25
mindez,1,0,means,m i n z,0.3333333333333333
nem + es,2,0,mesh,m ɛ ʃ,0.4
ɲújt,1,0,yet,j ɛ t,0.75
ɲújt + oT,2,0,utah,j u t ɔ,0.6666666666666666
növéɲ + ek,2,0,neck,n ɛ k,0.5714285714285714
part + i,2,0,t,t i,0.6
poɦár,1,0,paul,p ɔ l,0.8
ʃázad,1,0,sized,s aɪ z d,0.6
tal + ál + koʃ,3,0,loss,l ɔ s,0.625
ál + koʃ,2,0,loss,l ɔ s,0.4
koʃ,1,0,cos,k ɔ s,0.0
koʃ + tam,2,0,crossed,k ɹ ɔ s t,0.5
ál + koz + ó,3,0,laws,l ɔ z,0.5
a + uʃ,2,0,use,j u s,0.6666666666666666
beʃél + get + és,3,0,best,b ɛ s t,0.6
get + és,2,0,et,ɛ t,0.6
blog,1,0,law,l ɔ,0.5
doktor,1,0,oct,ɔ k t,0.5
öT + em,2,0,m,ɛ m,0.5
fel + é,2,0,fell,f ɛ l,0.25
fel + ül,2,0,fell,f ɛ l,0.4
fórum,1,0,fu,f u,0.6
gim,1,0,im,ɪ m,0.3333333333333333
gim + náz,2,0,ins,ɪ n z,0.5
gim + náz + ij,3,0,easy,i z i,0.625
náz,1,0,news,n u z,0.6666666666666666
náz + ij,2,0,z,z i,0.6
náz + ij + um,3,0,eu,i j u,0.5714285714285714
go,1,0,aw,ɔ,0.5
ǧőz,1,0,jews,dʒ u z,0.6666666666666666
ǧőz + el,2,0,gel,dʒ ɛ l,0.4
ǧőz + el + em,3,0,gem,dʒ ɛ m,0.5714285714285714
hold,1,0,hall,h ɔ l,0.25
jac,1,0,it's,ɪ t s,0.8
katoná,1,0,corn,k ɔ ɹ n,0.6666666666666666
katoná + k,2,0,talk,t ɔ k,0.5714285714285714
kedv + é,2,0,ed,ɛ d,0.6
é + ért,2,0,to,t u,1.0
kez + em,2,0,m,ɛ m,0.6
lon,1,0,lawn,l ɔ n,0.0
dom,1,0,dorm,d ɔ ɹ m,0.3333333333333333
meg + érkez,2,0,men's,m ɛ n z,0.75
prof + eƩ,2,0,off,ɔ f,0.6666666666666666
prof + eƩ + or,3,0,off,ɔ f,0.75
eƩ,1,0,eh,ɛ,0.5
eƩ + or,2,0,eh,ɛ,0.75
rem,1,0,m,ɛ m,0.3333333333333333
éJ,1,0,a,ʌ,1.5
éJ + ük,2,0,co,k oʊ,1.0
ʃabáj,1,0,sub,s ʌ b,0.8
ʃabáj + ok,2,0,york,j ɔ ɹ k,0.7142857142857143
en + če,2,0,went,w ɛ n t,0.6666666666666666
če,1,0,tell,t ɛ l,0.75
tag + ok,2,0,talk,t ɔ k,0.4
tete,1,0,test,t ɛ s t,0.5
tete + jé,2,0,test,t ɛ s t,0.6666666666666666
un,1,0,soon,s u n,0.5
veʃ + em,2,0,'s,ɛ s,0.6
vég + er,2,0,eh,ɛ,0.8
vég + er + ed,3,0,ed,ɛ d,0.7142857142857143
át + men,2,0,men,m ɛ n,0.4
át + men + et,3,0,meant,m ɛ n t,0.42857142857142855
men + et,2,0,meant,m ɛ n t,0.2
érint,1,0,in,ɪ n,0.6
be + ʃámol,2,0,small,s m ɔ l,0.42857142857142855
be + ʃámol + ó,3,0,small,s m ɔ l,0.5
ʃámol,1,0,small,s m ɔ l,0.2
ʃámol + ó,2,0,small,s m ɔ l,0.3333333333333333
boɲ,1,0,ball,b ɔ l,0.6666666666666666
boɲ + ol,2,0,ball,b ɔ l,0.4
boɲ + ol + ult,3,0,blue,b l u,0.625
ol + ult,2,0,all,ɔ l,0.6
ult,1,0,put,p ʊ t,0.6666666666666666
čat,1,0,shit,ʃ ɪ t,0.8
čat + or,2,0,shaw,ʃ ɔ,0.7142857142857143
dem,1,0,m,ɛ m,0.3333333333333333
dem + ok,2,0,deck,d ɛ k,0.4
rat,1,0,to,t u,1.0
el + indul,2,0,end,ɛ n d,0.5714285714285714
el + indul + t,3,0,induced,ɪ n d u s t,0.5
ford,1,0,ford,f ɔ ɹ d,0.5
féɲ + es,2,0,fresh,f ɹ ɛ ʃ,0.6
föld + re,2,0,fold,f oʊ l d,0.3666666666666667
gép + et,2,0,pet,p ɛ t,0.4
ijó + t,2,0,it,ɪ t,0.5
oT + ak,2,0,talk,t ɔ k,0.75
kedv + ez,2,0,kids,k ɪ d z,0.6666666666666666
kedv + ez + ő,3,0,kids,k ɪ d z,0.7142857142857143
ki + fej,2,0,if,ɪ f,0.6
ki + fej + ez,3,0,keys,k i z,0.5714285714285714
fej + ez,2,0,fuse,f j u z,0.6
koM,1,0,call,k ɔ l,0.6666666666666666
koM + un,2,0,corn,k ɔ ɹ n,0.6
koM + un + ik,3,0,unique,j u n i k,0.5714285714285714
un + ik,2,0,unique,j u n i k,0.25
un + ik + ác,3,0,units',j u n ɪ t s,0.5
ik + ác,2,0,it's,ɪ t s,0.5
ik + ác + ijó,3,0,it's,ɪ t s,0.6666666666666666
ác,1,0,it's,ɪ t s,0.75
ác + ijó,2,0,see,s i,0.7142857142857143
ác + ijó + s,3,0,see,s i,0.75
ijó + s,2,0,ish,ɪ ʃ,0.5
kárťa,1,0,coach,k oʊ tʃ,0.8
lő,1,0,all,ɔ l,1.0
lő + T,2,0,all,ɔ l,1.0
et + re,2,0,et,ɛ t,0.5
más + ot,2,0,short,ʃ ɔ ɹ t,0.6
más + ot + perc,3,0,pets,p ɛ t s,0.6363636363636364
ot + perc,2,0,pets,p ɛ t s,0.5
működ + és,2,0,code,k oʊ d,0.6
működ + és + é,3,0,code,k oʊ d,0.65
és + é,2,0,sh,ʃ,0.6666666666666666
és + é + t,3,0,shit,ʃ ɪ t,0.75
ɲír,1,0,a,ʌ,1.3333333333333333
réʃlet + es,2,0,let,l ɛ t,0.625
poɲťá,1,0,porch,p ɔ ɹ tʃ,0.6
ter + é,2,0,tell,t ɛ l,0.75
ül + et + et,3,0,let,l ɛ t,0.5
tiʃtá,1,0,east,i s t,0.4
tul + aj + don,3,0,tool,t u l,0.625
aj + don,2,0,dawn,d ɔ n,0.4
aj + don + os,3,0,dawn,d ɔ n,0.5714285714285714
don + os,2,0,dawn,d ɔ n,0.4
viɦar,1,0,v,v i,0.6
véd,1,0,void,v ɔɪ d,0.6666666666666666
vél + em,2,0,m,ɛ m,0.6
vél + em + éɲ,3,0,m,ɛ m,0.7142857142857143
em + éɲ,2,0,m,ɛ m,0.5
éɲ,1,0,a,ʌ,1.5
web,1,0,web,w ɛ b,0.6666666666666666
zár + va,2,0,of,ʌ v,1.0
üǧvéd,1,0,aged,eɪ dʒ d,0.8
alʃ,1,0,less,l ɛ s,0.6666666666666666
aɲag + ok,2,0,talk,t ɔ k,0.8333333333333334
ok + kal,2,0,all,ɔ l,0.6
čoport + os,2,0,taught,t ɔ t,0.7
elő + ad + ó,3,0,held,h ɛ l d,0.6666666666666666
felől,1,0,fell,f ɛ l,0.4
fiN,1,0,fee,f i,0.3333333333333333
heǧ,1,0,hedge,h ɛ dʒ,0.0
indít,1,0,in,ɪ n,0.6
indít + oT,2,0,indoor,ɪ n d ɔ ɹ,0.5714285714285714
ismer + t + e,3,0,met,m ɛ t,0.5714285714285714
közöl,1,0,coal,k oʊ l,0.44000000000000006
közöl + t,2,0,colt,k oʊ l t,0.3666666666666667
leg + en,2,0,n,ɛ n,0.6
da,1,0,do,d u,1.0
leg + en + dá,3,0,lend,l ɛ n d,0.42857142857142855
en + dá,2,0,end,ɛ n d,0.25
dá,1,0,do,d u,1.0
lemez,1,0,m,ɛ m,0.6
ás + t,2,0,shit,ʃ ɪ t,0.6666666666666666
mek + történ,2,0,men,m ɛ n,0.6666666666666666
min + deɱ,2,0,mean,m i n,0.5
deɱ,1,0,death,d ɛ θ,0.6666666666666666
mozg,1,0,more,m ɔ ɹ,0.75
mozg + ás,2,0,more,m ɔ ɹ,0.8333333333333334
it + ik + us,3,0,tick,t ɪ k,0.5
vez + et + ek,3,0,tech,t ɛ k,0.5714285714285714
et + ek,2,0,tech,t ɛ k,0.25
ʃüleji,1,0,see,s i,0.6666666666666666
való + ʃín,2,0,seen,s i n,0.8571428571428571
való + ʃín + ű,3,0,seen,s i n,0.875
video,1,0,v,v i,0.6
vidám,1,0,v,v i,0.6
ér + eČég,2,0,et,ɛ t,0.75
ér + eČég + i,3,0,t,t i,0.7777777777777778
eČég,1,0,et,ɛ t,0.6666666666666666
eČég + i,2,0,t,t i,0.7142857142857143
t + üŋk,2,0,tank,t æ ŋ k,0.5
ak + ár,2,0,co,k oʊ,1.0
beʃéd,1,0,bed,b ɛ d,0.4
čiLag,1,0,she,ʃ i,0.7142857142857143
eď,1,0,ed,ɛ d,0.5
eď + ő,2,0,ed,ɛ d,0.6
elek,1,0,l,ɛ l,0.5
ok + on,2,0,corn,k ɔ ɹ n,0.5
fojtat,1,0,fought,f ɔ t,0.5
hát + tér,2,0,hit,h ɪ t,0.8333333333333334
híf,1,0,half,h æ f,0.6666666666666666
kezel,1,0,l,ɛ l,0.6
kiv,1,0,key,k i,0.3333333333333333
kiv + ét,2,0,kit,k ɪ t,0.4
kiv + ét + el,3,0,tell,t ɛ l,0.5714285714285714
ét + el,2,0,tell,t ɛ l,0.25
ét + el + é,3,0,tell,t ɛ l,0.4
el + é,2,0,l,ɛ l,0.3333333333333333
kor + á + ban,3,0,corn,k ɔ ɹ n,0.7142857142857143
ül + nek,2,0,neck,n ɛ k,0.4
meg + jelen + és,3,0,men,m ɛ n,0.7
jelen + és,2,0,yell,j ɛ l,0.5714285714285714
mek + kap,2,0,make,m eɪ k,0.8333333333333334
ɦet + ek,2,0,tech,t ɛ k,0.4
ros,1,0,aw,ɔ,0.6666666666666666
méter + es,2,0,mesh,m ɛ ʃ,0.5714285714285714
neɦez + eB,2,0,says,s ɛ z,0.8571428571428571
nev + eʃ,2,0,ness,n ɛ s,0.4
eʃ + t + e,3,0,est,ɛ s t,0.25
orvos + ok,2,0,shaw,ʃ ɔ,0.7142857142857143
rák,1,0,co,k oʊ,1.0
ʃem + é,2,0,m,ɛ m,0.5
ʃörɲ,1,0,so,s oʊ,0.55
tábor,1,0,talk,t ɔ k,0.8
tétel,1,0,tell,t ɛ l,0.4
tör + t,2,0,toe,t oʊ,0.55
vendég,1,0,end,ɛ n d,0.5
vers,1,0,eh,ɛ,0.75
veʃ + ik,2,0,sick,s ɪ k,0.4
vilák + háború,2,0,vic,v ɪ k,0.7272727272727273
tan + i,2,0,t,t i,0.5
változ + ás + ok,3,0,talk,t ɔ k,0.7
ás + ok,2,0,shaw,ʃ ɔ,0.5
el + eg,2,0,l,ɛ l,0.5
áns,1,0,sh,ʃ,0.6666666666666666
eŋ + ged,2,0,ed,ɛ d,0.6
eŋ + ged + éj,3,0,ed,ɛ d,0.7142857142857143
ged,1,0,ed,ɛ d,0.3333333333333333
ged + éj,2,0,ed,ɛ d,0.6
méɲ + ek + et,3,0,met,m ɛ t,0.5714285714285714
foR + ás + ok,3,0,shaw,ʃ ɔ,0.7142857142857143
in + téz + méɲ,3,0,ins,ɪ n z,0.625
téz + méɲ,2,0,time,t aɪ m,0.8333333333333334
ij + or,2,0,your,j ɔ ɹ,0.75
jármű,1,0,mm,m,0.8
kijad + ás,2,0,kid,k ɪ d,0.5714285714285714
ki + tűn,2,0,kit,k ɪ t,0.4
tűn + ő,2,0,turn,t ɝ n,0.75
ɦeC,1,0,et,ɛ t,0.6
létre,1,0,lot,l ɑ t,0.8
létre + ɦoz,2,0,laws,l ɔ z,0.625
ɦoz,1,0,laws,l ɔ z,0.6666666666666666
ɦoz + oT,2,0,laws,l ɔ z,0.8
men + t + üŋk,3,0,meant,m ɛ n t,0.42857142857142855
ɲer + ni,2,0,any,ɛ n i,0.4
néni,1,0,knee,n i,0.5
pop,1,0,paul,p ɔ l,0.6666666666666666
é + ről,2,0,all,ɔ l,1.0
rel,1,0,l,ɛ l,0.3333333333333333
ʃerepl + ő + k,3,0,sell,s ɛ l,0.625
t + uk,2,0,took,t ʊ k,0.0
tánc,1,0,tents,t ɛ n t s,0.5
vin,1,0,in,ɪ n,0.3333333333333333
vin + ni,2,0,in,ɪ n,0.6
vir,1,0,v,v i,0.3333333333333333
válaʃt + oT,2,0,last,l æ s t,0.75
lap + ot,2,0,law,l ɔ,0.6
áL + ás,2,0,sh,ʃ,0.75
ér + véɲ,2,0,of,ʌ v,1.0
ér + véɲ + es,3,0,eh,ɛ,0.8571428571428571
véɲ,1,0,of,ʌ v,1.0
véɲ + es,2,0,eh,ɛ,0.8
ördög,1,0,dough,d oʊ,0.64
oN,1,0,aw,ɔ,0.5
ali,1,0,lee,l i,0.3333333333333333
barát + aji,2,0,be,b i,0.75
barát + nő,2,0,but,b ʌ t,0.8571428571428571
oz + ó + k,3,0,talk,t ɔ k,0.75
ebéd,1,0,ed,ɛ d,0.5
ere,1,0,eh,ɛ,0.6666666666666666
erő + ʃak,2,0,'s,ɛ s,0.6666666666666666
koz + ni,2,0,key,k i,0.6
fut + ó,2,0,foot,f ʊ t,0.25
hej + eT,2,0,heh,h ɛ,0.6
hej + eT + es,3,0,heh,h ɛ,0.7142857142857143
eT + es,2,0,eh,ɛ,0.75
ideg + es,2,0,id,ɪ d,0.6666666666666666
játék + os + ok,3,0,talk,t ɔ k,0.6666666666666666
os + ok,2,0,shaw,ʃ ɔ,0.5
kerül + ni,2,0,kelly,k ɛ l i,0.42857142857142855
tina,1,0,teen,t i n,0.25
kérdez,1,0,kids,k ɪ d z,0.6666666666666666
kült,1,0,cult,k ʌ l t,0.5
t + eB,2,0,tell,t ɛ l,0.6666666666666666
madár,1,0,made,m eɪ d,0.8
market,1,0,met,m ɛ t,0.5
men + t + ek,3,0,meant,m ɛ n t,0.3333333333333333
minő,1,0,mean,m i n,0.25
minő + ség,2,0,mean,m i n,0.5714285714285714
miʃ,1,0,miss,m ɪ s,0.0
miʃ + er,2,0,miss,m ɪ s,0.4
ɲom,1,0,om,ɔ m,0.3333333333333333
ɲom + ás,2,0,om,ɔ m,0.6
rejt,1,0,et,ɛ t,0.5
tanul + t,2,0,tool,t u l,0.5
teɦ,1,0,tell,t ɛ l,0.6666666666666666
teɦ + eČ,2,0,test,t ɛ s t,0.7142857142857143
teɦ + eČ + ég,3,0,test,t ɛ s t,0.7777777777777778
iʃ + tik,2,0,stick,s t ɪ k,0.2
tik + aji,2,0,tricky,t ɹ ɪ k i,0.5
vad,1,0,void,v ɔɪ d,0.6666666666666666
alap + os,2,0,law,l ɔ,0.6666666666666666
bar,1,0,be,b i,1.0
cel,1,0,tell,t ɛ l,0.4
biL,1,0,be,b i,0.3333333333333333
čat + lak,2,0,like,l aɪ k,0.875
čat + lak + oz,3,0,laws,l ɔ z,0.7
lak + oz,2,0,laws,l ɔ z,0.4
el + kezd,2,0,lead,l ɛ d,0.5
el + keʃt,2,0,ls,ɛ l ɛ s,0.3333333333333333
fal,1,0,feel,f i l,0.6666666666666666
fijam,1,0,film,f ɪ l m,0.6
ǧőʃtes,1,0,just,dʒ ʌ s t,0.6666666666666666
áʃ,1,0,so,s oʊ,1.0
keres + t,2,0,kept,k ɛ p t,0.6666666666666666
kiráj + nő,2,0,keen,k i n,0.5714285714285714
kín,1,0,can,k æ n,0.6666666666666666
kíván,1,0,can,k æ n,0.8
ɲom + á,2,0,om,ɔ m,0.5
német + ek,2,0,met,m ɛ t,0.5714285714285714
ze,1,0,eh,ɛ,0.5
ǧűl,1,0,jail,dʒ eɪ l,0.6666666666666666
ǧűl + és,2,0,jail,dʒ eɪ l,0.8
rencer + ek,2,0,tech,t ɛ k,0.7
tő,1,0,to,t u,1.0
sör,1,0,show,ʃ oʊ,0.39999999999999997
tar + tal,2,0,tell,t ɛ l,0.8333333333333334
tal + om,2,0,law,l ɔ,0.6
teJ,1,0,tell,t ɛ l,0.6666666666666666
teJ + es,2,0,tell,t ɛ l,0.8
teJ + es + ít,3,0,test,t ɛ s t,0.7142857142857143
es + ít,2,0,et,ɛ t,0.5
es + ít + méɲ,3,0,m,ɛ m,0.7142857142857143
ít + méɲ,2,0,time,t aɪ m,0.8
ül + et + ek,3,0,let,l ɛ t,0.5
tad,1,0,tied,t aɪ d,0.6666666666666666
tárǧ,1,0,to,t u,1.0
vas + út,2,0,shit,ʃ ɪ t,0.8
web + oldal,2,0,bald,b ɔ l d,0.5
áLít + ani,2,0,t,t i,0.7142857142857143
öɲ,1,0,oh,oʊ,0.6
öɲ + ǧil,2,0,jill,dʒ ɪ l,0.4
öɲ + ǧil + kos,3,0,jill,dʒ ɪ l,0.625
ǧil,1,0,jill,dʒ ɪ l,0.0
ǧil + kos,2,0,jill,dʒ ɪ l,0.5
kos,1,0,call,k ɔ l,0.6666666666666666
án + at,2,0,not,n ɑ t,0.75
bor,1,0,ball,b ɔ l,0.6666666666666666
čalád + ok,2,0,talk,t ɔ k,0.6666666666666666
dán,1,0,down,d aʊ n,0.6666666666666666
eʃ + ter,2,0,est,ɛ s t,0.4
fáj + dal,2,0,feud,f j u d,0.6666666666666666
fáj + dal + om,3,0,flaw,f l ɔ,0.625
dal + om,2,0,law,l ɔ,0.6
fá,1,0,if,ɪ f,1.0
fá + k,2,0,fuck,f ʌ k,0.6666666666666666
oT + an,2,0,gone,g ɔ n,0.75
ház + as,2,0,his,h ɪ z,0.8
ház + as + ság,3,0,his,h ɪ z,0.875
as + ság,2,0,sh,ʃ,0.8
hús,1,0,sh,ʃ,0.6666666666666666
kij + al,2,0,kill,k ɪ l,0.4
kij + al + ak,3,0,kill,k ɪ l,0.5714285714285714
al + ak,2,0,like,l aɪ k,0.75
al + ak + ul,3,0,cool,k u l,0.5
ak + ul,2,0,cool,k u l,0.25
ul + t,2,0,put,p ʊ t,0.6666666666666666
is + ta,2,0,it,ɪ t,0.5
ta,1,0,to,t u,1.0
kébzel,1,0,bell,b ɛ l,0.5
kód,1,0,could,k ʊ d,0.6666666666666666
köz + ig,2,0,cozy,k oʊ z i,0.24
köz + ig + az,3,0,closes,k l oʊ z ɪ z,0.4571428571428572
az + gat + ás,3,0,sh,ʃ,0.8571428571428571
gat + ás,2,0,sh,ʃ,0.8
mak,1,0,make,m eɪ k,0.6666666666666666
mak + ʃim,2,0,seem,s i m,0.5
ʃim,1,0,seem,s i m,0.0
meƝ + i + ség,3,0,mesh,m ɛ ʃ,0.5714285714285714
i + ség,2,0,ish,ɪ ʃ,0.5
ség + ű,2,0,sh,ʃ,0.75
olaj,1,0,all,ɔ l,0.5
pasi,1,0,she,ʃ i,0.5
poɲťa,1,0,porch,p ɔ ɹ tʃ,0.6
regéɲ,1,0,eh,ɛ,0.8
rom + án,2,0,om,ɔ m,0.6
án + ija,2,0,knee,n i,0.6
réʃeg,1,0,said,s ɛ d,0.8
róža,1,0,a,ʌ,1.25
sors,1,0,shaw,ʃ ɔ,0.5
ʃer + ez,2,0,says,s ɛ z,0.4
ʃer + ez + ni,3,0,any,ɛ n i,0.5714285714285714
ez + ni,2,0,any,ɛ n i,0.25
ʃobá,1,0,saw,s ɔ,0.5
tan + ul,2,0,tool,t u l,0.4
tan + ul + máɲ,3,0,tool,t u l,0.625
ul + máɲ,2,0,full,f ʊ l,0.8
és + en,2,0,n,ɛ n,0.5
