hu_ngram,n,en_word,en_pron,cost,count
terjed,1,tells,t ɛ l z,3.02,26
pályá,1,place,p l eɪ s,3.02,22
tárgy,1,told,t oʊ l d,3.02,22
tenger,1,tells,t ɛ l z,3.02,20
bajnok,1,box,b ɑ k s,3.02,19
nyújt,1,don't,d oʊ n t,3.02,19
túrá,1,told,t oʊ l d,3.02,18
termel,1,tells,t ɛ l z,3.02,17
bség,1,place,p l eɪ s,3.02,16
herceg,1,held,h ɛ l d,3.02,15
trál,1,still,s t ɪ l,3.02,15
üzemel,1,stem,s t ɛ m,3.02,15
kedvel,1,kent,k ɛ n t,3.02,14
termék,1,tells,t ɛ l z,3.02,14
férj,1,find,f aɪ n d,3.02,13
rögzít,1,goals,g oʊ l z,3.02,13
kezdet,1,called,k ɔ l d,3.02,12
nemzet,1,tells,t ɛ l z,3.02,11
prób,1,place,p l eɪ s,3.02,11
gazdag,1,bond,b ɑ n d,3.02,10
látsz,1,left,l ɛ f t,3.02,10
mérg,1,makes,m eɪ k s,3.02,9
énekel,1,snake,s n eɪ k,3.02,9
gyűrű,1,joined,dʒ ɔɪ n d,3.02,8
légá,1,left,l ɛ f t,3.02,8
terhel,1,tells,t ɛ l z,3.02,8
búcsú,1,black,b l æ k,3.02,7
formál,1,fault,f ɔ l t,3.02,7
játss,1,yield,j i l d,3.02,7
raktár,1,want,w ɑ n t,3.02,7
sűrű,1,shots,ʃ ɑ t s,3.02,7
járá,1,yield,j i l d,3.02,6
reklám,1,sex,s ɛ k s,3.02,6
tévé,1,told,t oʊ l d,3.02,6
vérz,1,please,p l i z,3.02,6
ciklus,1,six,s ɪ k s,3.02,5
fájl,1,still,s t ɪ l,3.02,5
rajzol,1,dogs,d ɑ g z,3.02,5
ritmus,1,hits,h ɪ t s,3.02,5
sajnál,1,shots,ʃ ɑ t s,3.02,5
srác,1,shots,ʃ ɑ t s,3.02,5
óvatos,1,spot,s p ɑ t,3.02,5
grád,1,world,w ɝ l d,3.02,4
gróf,1,self,s ɛ l f,3.02,4
hárm,1,hand,h æ n d,3.02,4
prém,1,place,p l eɪ s,3.02,4
rakétá,1,box,b ɑ k s,3.02,4
rektor,1,left,l ɛ f t,3.02,4
reptér,1,left,l ɛ f t,3.02,4
stabil,1,stop,s t ɑ p,3.02,4
játék,1,yet,j ɛ t,3.04,57
számít,1,some,s ʌ m,3.04,50
jelent,1,well,w ɛ l,3.04,44
támad,1,time,t aɪ m,3.04,41
iskolá,1,inc,ɪ ŋ k,3.04,35
számol,1,some,s ʌ m,3.04,34
fogalm,1,fall,f ɔ l,3.04,18
játok,1,yet,j ɛ t,3.04,17
valami,1,doll,d ɑ l,3.04,16
kísér,1,cash,k æ ʃ,3.04,15
kíván,1,cave,k eɪ v,3.04,15
tábor,1,tube,t u b,3.04,15
művel,1,move,m u v,3.04,14
század,1,says,s ɛ z,3.04,14
teremt,1,tell,t ɛ l,3.04,14
bázis,1,boys,b ɔɪ z,3.04,13
típus,1,top,t ɑ p,3.04,13
enként,1,inc,ɪ ŋ k,3.04,11
iskola,1,inc,ɪ ŋ k,3.04,11
levegő,1,love,l ʌ v,3.04,11
rány,1,one,w ʌ n,3.04,11
valaki,1,doll,d ɑ l,3.04,10
díszít,1,des,d ɛ s,3.04,9
német,1,name,n eɪ m,3.04,9
táblá,1,tube,t u b,3.04,8
támasz,1,time,t aɪ m,3.04,8
forint,1,fall,f ɔ l,3.04,7
lélek,1,lol,l ɔ l,3.04,7
nézet,1,news,n u z,3.04,7
vádol,1,void,v ɔɪ d,3.04,7
áldoz,1,old,oʊ l d,3.04,7
dátum,1,date,d eɪ t,3.04,6
feketé,1,fuck,f ʌ k,3.04,6
fázis,1,phase,f eɪ z,3.04,6
hódít,1,had,h æ d,3.04,6
január,1,john,dʒ ɑ n,3.04,6
nyár,1,not,n ɑ t,3.04,6
nének,1,known,n oʊ n,3.04,6
szólal,1,sale,s eɪ l,3.04,6
bámul,1,bomb,b ɑ m,3.04,5
bátor,1,but,b ʌ t,3.04,5
démon,1,damn,d æ m,3.04,5
gyűlöl,1,jail,dʒ eɪ l,3.04,5
kering,1,ken,k ɛ n,3.04,5
nyír,1,not,n ɑ t,3.04,5
reform,1,jeff,dʒ ɛ f,3.04,5
rekord,1,check,tʃ ɛ k,3.04,5
riport,1,ship,ʃ ɪ p,3.04,5
rény,1,one,w ʌ n,3.04,5
vezető,1,says,s ɛ z,3.04,5
bánat,1,been,b ɪ n,3.04,4
galamb,1,doll,d ɑ l,3.04,4
jétek,1,yet,j ɛ t,3.04,4
kívül,1,cave,k eɪ v,3.04,4
vezérl,1,says,s ɛ z,3.04,4
lényeg,1,land,l æ n d,3.07,11
eredet,1,fled,f l ɛ d,3.07,9
félre,1,find,f aɪ n d,3.07,7
epizód,1,spin,s p ɪ n,3.07,5
épület,1,spell,s p ɛ l,3.083,28
örökös,1,smoke,s m oʊ k,3.12,4
rombol,1,home,h oʊ m,3.123,7
jaink,1,young,j ʌ ŋ,3.123,4
ur,1,of,ʌ v,3.16,69
ujj,1,of,ʌ v,3.16,16
uc,1,of,ʌ v,3.16,7
ug,1,of,ʌ v,3.16,6
áció,1,still,s t ɪ l,3.17,74
ógia,1,still,s t ɪ l,3.17,39
íció,1,still,s t ɪ l,3.17,22
regény,1,left,l ɛ f t,3.17,17
cserél,1,left,l ɛ f t,3.17,14
óriá,1,still,s t ɪ l,3.17,13
ógiá,1,still,s t ɪ l,3.17,10
tvevő,1,step,s t ɛ p,3.17,9
éria,1,still,s t ɪ l,3.17,8
óceán,1,step,s t ɛ p,3.17,8
áraml,1,stop,s t ɑ p,3.17,7
ízió,1,still,s t ɪ l,3.17,7
étterm,1,step,s t ɛ p,3.17,6
gvény,1,plan,p l æ n,3.17,5
ánia,1,still,s t ɪ l,3.17,5
ézia,1,still,s t ɪ l,3.17,5
cigány,1,think,θ ɪ ŋ k,3.17,4
varázs,1,want,w ɑ n t,3.17,4
édia,1,still,s t ɪ l,3.17,4
ériá,1,still,s t ɪ l,3.17,4
ónia,1,still,s t ɪ l,3.17,4
óniá,1,still,s t ɪ l,3.17,4
óvodá,1,small,s m ɔ l,3.17,4
úció,1,still,s t ɪ l,3.17,4
reggel,1,left,l ɛ f t,3.22,13
ellent,1,plan,p l æ n,3.22,7
retteg,1,left,l ɛ f t,3.22,5
fiatal,1,fee,f i,3.235,18
viadal,1,v,v i,3.235,4
ugr,1,and,ʌ n d,3.24,18
tyű,1,check,tʃ ɛ k,3.24,8
röhög,1,don't,d oʊ n t,3.27,4
ezüst,1,stood,s t ʊ d,3.282,8
ismer,1,it's,ɪ t s,3.44,97
ország,1,it's,ɪ t s,3.44,45
atlan,1,it's,ɪ t s,3.44,41
enged,1,end,ɛ n d,3.44,37
alkot,1,old,oʊ l d,3.44,32
isten,1,it's,ɪ t s,3.44,30
egység,1,end,ɛ n d,3.44,21
egyház,1,end,ɛ n d,3.44,15
ragad,1,was,w ɑ z,3.44,15
pálya,1,put,p ʊ t,3.44,14
robban,1,long,l ɔ ŋ,3.44,14
téri,1,time,t aɪ m,3.44,14
esküv,1,end,ɛ n d,3.44,13
ösztön,1,old,oʊ l d,3.44,11
ragasz,1,was,w ɑ z,3.44,10
utóbbi,1,it's,ɪ t s,3.44,9
roham,1,long,l ɔ ŋ,3.44,8
túra,1,time,t aɪ m,3.44,8
alkat,1,old,oʊ l d,3.44,7
légi,1,like,l aɪ k,3.44,7
angol,1,inc,ɪ ŋ k,3.44,6
rohan,1,long,l ɔ ŋ,3.44,6
ezred,1,end,ɛ n d,3.44,5
iránt,1,it's,ɪ t s,3.44,5
alábbi,1,old,oʊ l d,3.44,4
angel,1,inc,ɪ ŋ k,3.44,4
robot,1,long,l ɔ ŋ,3.44,4
ultra,1,old,oʊ l d,3.44,4
ösvény,1,old,oʊ l d,3.44,4
orvos,1,all,ɔ l,3.46,28
udvar,1,i'd,aɪ d,3.46,18
ablak,1,on,ɑ n,3.46,17
iroda,1,in,ɪ n,3.46,15
irodá,1,in,ɪ n,3.46,13
oszlop,1,all,ɔ l,3.46,7
unió,1,in,ɪ n,3.46,7
változ,1,felt,f ɛ l t,3.47,66
kérdez,1,called,k ɔ l d,3.47,29
képzel,1,calls,k ɔ l z,3.47,26
alapít,1,stop,s t ɑ p,3.47,18
stílus,1,still,s t ɪ l,3.47,14
mérkőz,1,milk,m ɪ l k,3.47,13
nélkül,1,milk,m ɪ l k,3.47,9
táncol,1,turned,t ɝ n d,3.47,9
akarat,1,scott,s k ɑ t,3.47,8
ítélet,1,still,s t ɪ l,3.47,8
mérték,1,meant,m ɛ n t,3.47,6
táplál,1,types,t aɪ p s,3.47,6
rándul,1,find,f aɪ n d,3.47,5
képlet,1,keeps,k i p s,3.47,4
ura,1,stop,s t ɑ p,3.52,5
ütköz,1,it's,ɪ t s,3.523,8
ültet,1,old,oʊ l d,3.523,7
üzlet,1,is,ɪ z,3.585,18
ügynök,1,age,eɪ dʒ,3.585,10
ügyvéd,1,age,eɪ dʒ,3.585,6
rózsa,1,was,w ɑ z,3.59,4
érték,1,that's,ð æ t s,3.62,24
tájék,1,told,t oʊ l d,3.62,21
férfi,1,find,f aɪ n d,3.62,18
sérül,1,shots,ʃ ɑ t s,3.62,18
végre,1,votes,v oʊ t s,3.62,16
vásár,1,votes,v oʊ t s,3.62,10
kártyá,1,can't,k æ n t,3.62,9
élmény,1,place,p l eɪ s,3.62,8
jármű,1,claim,k l eɪ m,3.62,7
zászló,1,still,s t ɪ l,3.62,7
drágá,1,don't,d oʊ n t,3.62,6
próbá,1,place,p l eɪ s,3.62,6
verzió,1,tells,t ɛ l z,3.62,6
dráma,1,don't,d oʊ n t,3.62,5
néhány,1,notes,n oʊ t s,3.62,5
kártya,1,can't,k æ n t,3.62,4
téglá,1,still,s t ɪ l,3.62,4
térít,1,told,t oʊ l d,3.62,4
védelm,1,void,v ɔɪ d,3.64,31
háború,1,hub,h ʌ b,3.64,20
múzeum,1,ms,m ɪ z,3.64,8
médiá,1,made,m eɪ d,3.64,4
érkez,1,makes,m eɪ k s,3.67,26
méret,1,makes,m eɪ k s,3.67,18
képpen,1,can't,k æ n t,3.67,13
téved,1,told,t oʊ l d,3.67,12
réteg,1,that's,ð æ t s,3.67,8
észlel,1,world,w ɝ l d,3.67,8
bérel,1,black,b l æ k,3.67,5
kábel,1,can't,k æ n t,3.67,5
stressz,1,still,s t ɪ l,3.67,5
ó,1,the,ð ʌ,3.76,1112
é,1,the,ð ʌ,3.76,1075
ő,1,the,ð ʌ,3.76,1046
á,1,the,ð ʌ,3.76,814
ű,1,the,ð ʌ,3.76,219
ú,1,the,ð ʌ,3.76,204
bb,1,the,ð ʌ,3.76,129
tt,1,the,ð ʌ,3.76,121
észre,1,us,ʌ s,3.76,10
dd,1,the,ð ʌ,3.76,8
ábrá,1,ab,æ b,3.76,4
tség,1,don't,d oʊ n t,3.77,21
ígér,1,don't,d oʊ n t,3.77,15
üzenet,1,plan,p l æ n,3.77,10
tság,1,don't,d oʊ n t,3.77,9
profil,1,place,p l eɪ s,3.77,5
árnyék,1,don't,d oʊ n t,3.77,5
óriás,1,still,s t ɪ l,3.77,4
reagál,1,stop,s t ɑ p,3.82,7
recept,1,left,l ɛ f t,3.82,6
ár,1,play,p l eɪ,3.84,332
ér,1,play,p l eɪ,3.84,260
ír,1,play,p l eɪ,3.84,156
áll,1,play,p l eɪ,3.84,152
ély,1,play,p l eɪ,3.84,106
ág,1,play,p l eɪ,3.84,75
őr,1,play,p l eɪ,3.84,75
új,1,play,p l eɪ,3.84,72
ály,1,play,p l eɪ,3.84,63
ég,1,play,p l eɪ,3.84,55
rá,1,play,p l eɪ,3.84,50
ács,1,play,p l eɪ,3.84,46
órá,1,and,ʌ n d,3.84,29
éj,1,play,p l eɪ,3.84,23
csé,1,play,p l eɪ,3.84,20
cég,1,and,ʌ n d,3.84,19
utcá,1,and,ʌ n d,3.84,19
tté,1,play,p l eɪ,3.84,18
úr,1,play,p l eɪ,3.84,18
óg,1,play,p l eɪ,3.84,17
űr,1,play,p l eɪ,3.84,16
cső,1,play,p l eɪ,3.84,13
rúg,1,and,ʌ n d,3.84,13
csúcs,1,and,ʌ n d,3.84,12
rég,1,and,ʌ n d,3.84,11
éh,1,play,p l eɪ,3.84,10
cé,1,play,p l eɪ,3.84,9
ré,1,play,p l eɪ,3.84,7
íj,1,play,p l eɪ,3.84,5
őtt,1,play,p l eɪ,3.84,5
gá,1,play,p l eɪ,3.84,4
gó,1,play,p l eɪ,3.84,4
rács,1,and,ʌ n d,3.84,4
ró,1,play,p l eɪ,3.84,4
élly,1,play,p l eɪ,3.84,4
város,1,vote,v oʊ t,4.04,77
alkalm,1,old,oʊ l d,4.04,56
érdek,1,and,ʌ n d,4.04,24
távol,1,have,h æ v,4.04,23
válasz,1,will,w ɪ l,4.04,22
három,1,have,h æ v,4.04,18
akció,1,x,ɛ k s,4.04,17
vállal,1,vote,v oʊ t,4.04,17
struk,1,it's,ɪ t s,4.04,13
járul,1,use,j u s,4.04,12
fárad,1,feel,f i l,4.04,11
másik,1,make,m eɪ k,4.04,11
rajong,1,was,w ɑ z,4.04,11
tárol,1,time,t aɪ m,4.04,11
járat,1,use,j u s,4.04,10
által,1,that,ð æ t,4.04,9
átlag,1,will,w ɪ l,4.04,9
érdem,1,and,ʌ n d,4.04,9
gerinc,1,when,w ɛ n,4.04,8
válass,1,will,w ɪ l,4.04,7
ismétl,1,it's,ɪ t s,4.04,6
strat,1,it's,ɪ t s,4.04,6
vírus,1,vote,v oʊ t,4.04,6
álmod,1,time,t aɪ m,4.04,6
csónak,1,one,w ʌ n,4.04,5
fórum,1,feel,f i l,4.04,5
jézus,1,was,w ɑ z,4.04,5
május,1,make,m eɪ k,4.04,5
ásvány,1,have,h æ v,4.04,5
érzék,1,was,w ɑ z,4.04,5
csábít,1,job,dʒ ɑ b,4.04,4
csókol,1,like,l aɪ k,4.04,4
kórus,1,can,k æ n,4.04,4
másol,1,make,m eɪ k,4.04,4
részeg,1,this,ð ɪ s,4.04,4
száraz,1,some,s ʌ m,4.04,4
igazol,1,in,ɪ n,4.06,14
stúdió,1,stood,s t ʊ d,4.07,7
próbál,1,place,p l eɪ s,4.22,51
vásárl,1,votes,v oʊ t s,4.22,15
mérnök,1,makes,m eɪ k s,4.22,12
kétség,1,can't,k æ n t,4.22,9
járműv,1,claim,k l eɪ m,4.22,6
bérlet,1,still,s t ɪ l,4.22,5
húsvét,1,hand,h æ n d,4.22,5
régi,1,don't,d oʊ n t,4.22,5
sláger,1,place,p l eɪ s,4.22,5
vázlat,1,still,s t ɪ l,4.22,5
másnap,1,makes,m eɪ k s,4.22,4
újra,1,don't,d oʊ n t,4.22,4
július,1,you'll,j u l,4.24,5
értelm,1,that's,ð æ t s,4.27,32
ébred,1,ab,æ b,4.36,13
máció,1,make,m eɪ k,4.64,19
érdekl,1,and,ʌ n d,4.64,17
rádió,1,and,ʌ n d,4.64,10
érzelm,1,was,w ɑ z,4.64,9
ráfia,1,life,l aɪ f,4.64,8
strand,1,it's,ɪ t s,4.64,6
táció,1,time,t aɪ m,4.64,6
tráció,1,told,t oʊ l d,4.82,10
chris,1,don't,d oʊ n t,4.82,9
ígéret,1,don't,d oʊ n t,4.97,9
június,1,one,w ʌ n,5.24,4
régió,1,don't,d oʊ n t,5.42,6
ráció,1,don't,d oʊ n t,5.42,5
t + ek,2,tech,t ɛ k,0.24,96
k + at,2,caught,k ɑ t,0.24,93
t + am,2,tom,t ɑ m,0.24,60
t + uk,2,took,t ʊ k,0.24,27
t + en,2,ten,t ɛ n,0.24,8
t + ad,2,todd,t ɑ d,0.24,7
t + ed,2,ted,t ɛ d,0.24,6
s + öd,2,showed,ʃ oʊ d,0.24,5
ki + k,2,kick,k ɪ k,0.24,4
men + t,2,meant,m ɛ n t,0.32,30
ken + t,2,kent,k ɛ n t,0.32,5
t + ük,2,took,t ʊ k,0.323,18
t + an,2,ton,t ʌ n,0.323,5
s + od,2,showed,ʃ oʊ d,0.323,4
t + a,2,top,t ɑ p,0.84,274
t + e,2,tell,t ɛ l,0.84,248
i + t,2,it's,ɪ t s,0.84,42
hat + ó,2,hot,h ɑ t,0.84,27
lak + ó,2,lock,l ɑ k,0.84,18
tel + t,2,tell,t ɛ l,0.84,17
köt + ő,2,coat,k oʊ t,0.84,14
s + i,2,shit,ʃ ɪ t,0.84,11
fel + é,2,fell,f ɛ l,0.84,10
kap + t,2,cop,k ɑ p,0.84,8
men + ő,2,men,m ɛ n,0.84,8
s + a,2,shot,ʃ ɑ t,0.84,8
von + t,2,von,v ɔ n,0.84,8
fel + e,2,fell,f ɛ l,0.84,7
fut + ó,2,foot,f ʊ t,0.84,7
z + t,2,stay,s t eɪ,0.84,7
kol + t,2,call,k ɔ l,0.84,6
s + e,2,shell,ʃ ɛ l,0.84,5
tol + ó,2,tall,t ɔ l,0.84,5
en + dá,2,end,ɛ n d,0.84,4
kol + ó,2,call,k ɔ l,0.84,4
köd + ő,2,code,k oʊ d,0.84,4
köt + i,2,coat,k oʊ t,0.84,4
lat + á,2,lot,l ɑ t,0.84,4
le + te,2,let,l ɛ t,0.84,4
let + e,2,let,l ɛ t,0.84,4
tul + t,2,tool,t u l,0.907,5
dönt + ő,2,don't,d oʊ n t,0.92,20
föld + i,2,fold,f oʊ l d,0.92,9
ment + ő,2,meant,m ɛ n t,0.92,9
fel + te,2,felt,f ɛ l t,0.92,6
kent + ő,2,kent,k ɛ n t,0.92,4
kod + ó,2,code,k oʊ d,0.923,15
tan + i,2,ton,t ʌ n,0.923,15
tan + ú,2,ton,t ʌ n,0.923,13
szak + á,2,suck,s ʌ k,0.923,12
hal + t,2,hull,h ʌ l,0.923,9
fok + ú,2,folk,f oʊ k,0.923,6
fog + t,2,folk,f oʊ k,0.923,4
küld + t,2,cool,k u l,0.957,5
süt + ő,2,shoot,ʃ u t,0.957,4
nyak + á,2,knock,n ɑ k,1.04,4
t + unk,2,tank,t æ ŋ k,1.07,37
k + nak,2,clock,k l ɑ k,1.07,15
z + tat,2,state,s t eɪ t,1.07,14
ál + at,2,plot,p l ɑ t,1.07,13
ít + ik,2,stick,s t ɪ k,1.07,12
vol + t,2,fault,f ɔ l t,1.07,11
kel + t,2,felt,f ɛ l t,1.07,9
kezd + t,2,kent,k ɛ n t,1.07,9
csol + t,2,fault,f ɔ l t,1.07,8
szer + t,2,sent,s ɛ n t,1.07,8
mond + t,2,meant,m ɛ n t,1.07,7
foly + t,2,fault,f ɔ l t,1.07,6
lel + t,2,left,l ɛ f t,1.07,5
mer + t,2,meant,m ɛ n t,1.07,4
z + tA/,2,stop,s t ɑ p,1.07,4
él + es,2,flesh,f l ɛ ʃ,1.07,4
et + em,2,stem,s t ɛ m,1.12,24
em + el,2,smell,s m ɛ l,1.12,19
el + ed,2,fled,f l ɛ d,1.12,7
el + es,2,flesh,f l ɛ ʃ,1.12,7
ep + el,2,spell,s p ɛ l,1.12,7
et + ik,2,stick,s t ɪ k,1.12,7
el + ik,2,click,k l ɪ k,1.12,5
t + ünk,2,tank,t æ ŋ k,1.133,35
hagy + t,2,hunt,h ʌ n t,1.133,9
út + on,2,stone,s t oʊ n,1.133,8
csal + t,2,cult,k ʌ l t,1.133,5
tal + t,2,cult,k ʌ l t,1.133,5
dob + t,2,don't,d oʊ n t,1.133,4
el + ad,2,blood,b l ʌ d,1.183,18
be + ad,2,blood,b l ʌ d,1.183,4
ek + ül,2,school,s k u l,1.208,18
t + em,2,time,t aɪ m,1.24,133
t + ak,2,take,t eɪ k,1.24,100
k + et,2,get,g ɛ t,1.24,43
tö + bb,2,tone,t oʊ n,1.24,28
te + tt,2,tell,t ɛ l,1.24,26
ő + en,2,when,w ɛ n,1.24,26
tt + em,2,them,ð ɛ m,1.24,24
tt + ek,2,check,tʃ ɛ k,1.24,21
jo + bb,2,y'all,j ɔ l,1.24,19
k + kal,2,doll,d ɑ l,1.24,19
tet + t,2,tell,t ɛ l,1.24,17
s + ok,2,talk,t ɔ k,1.24,15
s + ebb,2,shell,ʃ ɛ l,1.24,13
k + on,2,can,k æ n,1.24,12
ó + an,2,john,dʒ ɑ n,1.24,12
ű + en,2,when,w ɛ n,1.24,11
k + kel,2,well,w ɛ l,1.24,10
tat + t,2,top,t ɑ p,1.24,9
bb + an,2,john,dʒ ɑ n,1.24,8
s + an,2,john,dʒ ɑ n,1.24,8
s + en,2,when,w ɛ n,1.24,8
z + ött,2,zone,z oʊ n,1.24,8
öl + t,2,old,oʊ l d,1.24,8
ű + ek,2,check,tʃ ɛ k,1.24,8
hi + tt,2,his,h ɪ z,1.24,7
t + ebb,2,tell,t ɛ l,1.24,7
tud + t,2,took,t ʊ k,1.24,7
bb + en,2,when,w ɛ n,1.24,6
le + tt,2,let,l ɛ t,1.24,6
s + ek,2,check,tʃ ɛ k,1.24,6
s + ök,2,shows,ʃ oʊ z,1.24,6
z + ik,2,pick,p ɪ k,1.24,6
m + at,2,not,n ɑ t,1.24,5
szed + t,2,said,s ɛ d,1.24,5
ő + ek,2,check,tʃ ɛ k,1.24,5
bb + ak,2,lock,l ɑ k,1.24,4
bb + ek,2,check,tʃ ɛ k,1.24,4
ez + d,2,end,ɛ n d,1.24,4
k + ig,2,king,k ɪ ŋ,1.24,4
ked + t,2,ken,k ɛ n,1.24,4
koz + z,2,call,k ɔ l,1.24,4
m + mel,2,well,w ɛ l,1.24,4
sze + bb,2,said,s ɛ d,1.24,4
t + et,2,get,g ɛ t,1.24,4
tt + ed,2,said,s ɛ d,1.24,4
ú + ak,2,lock,l ɑ k,1.24,4
ú + an,2,john,dʒ ɑ n,1.24,4
jö + tt,2,y'all,j ɔ l,1.29,28
ol + t,2,old,oʊ l d,1.323,40
z + ott,2,zone,z oʊ n,1.323,14
ol + ó,2,old,oʊ l d,1.323,6
t + jük,2,look,l ʊ k,1.323,4
hat + ás,2,hot,h ɑ t,1.44,36
min + isz,2,min,m ɪ n,1.44,32
fel + ad,2,fell,f ɛ l,1.44,31
hat + at,2,hot,h ɑ t,1.44,30
pol + it,2,paul,p ɔ l,1.44,26
tel + ef,2,tell,t ɛ l,1.44,24
tap + asz,2,top,t ɑ p,1.44,23
lak + oz,2,lock,l ɑ k,1.44,21
tel + en,2,tell,t ɛ l,1.44,20
lak + os,2,lock,l ɑ k,1.44,19
men + ek,2,men,m ɛ n,1.44,19
hat + ott,2,hot,h ɑ t,1.44,18
lak + ás,2,lock,l ɑ k,1.44,18
tel + et,2,tell,t ɛ l,1.44,18
fel + ül,2,fell,f ɛ l,1.44,16
kap + it,2,cop,k ɑ p,1.44,15
let + ek,2,let,l ɛ t,1.44,15
növ + ek,2,nov,n oʊ v,1.44,15
tel + ep,2,tell,t ɛ l,1.44,15
von + at,2,von,v ɔ n,1.44,14
hat + ék,2,hot,h ɑ t,1.44,13
be + lép,2,bell,b ɛ l,1.44,12
fel + ép,2,fell,f ɛ l,1.44,12
fel + nő,2,fell,f ɛ l,1.44,11
fel + új,2,fell,f ɛ l,1.44,11
kat + eg,2,caught,k ɑ t,1.44,11
köt + ött,2,coat,k oʊ t,1.44,11
let + es,2,let,l ɛ t,1.44,11
tek + in,2,tech,t ɛ k,1.44,11
gyök + er,2,joke,dʒ oʊ k,1.44,10
hat + ár,2,hot,h ɑ t,1.44,10
ki + köt,2,kick,k ɪ k,1.44,10
don + os,2,dawn,d ɔ n,1.44,9
fel + ve,2,fell,f ɛ l,1.44,9
be + tör,2,bet,b ɛ t,1.44,8
dek + el,2,deck,d ɛ k,1.44,8
del + et,2,del,d ɛ l,1.44,8
fel + ek,2,fell,f ɛ l,1.44,8
fel + ir,2,fell,f ɛ l,1.44,8
ható + k,2,hot,h ɑ t,1.44,8
kat + al,2,caught,k ɑ t,1.44,8
ki + men,2,kim,k ɪ m,1.44,8
lat + ok,2,lot,l ɑ t,1.44,8
fel + et,2,fell,f ɛ l,1.44,7
fil + oz,2,fill,f ɪ l,1.44,7
fut + ott,2,foot,f ʊ t,1.44,7
hat + al,2,hot,h ɑ t,1.44,7
ki + kap,2,kick,k ɪ k,1.44,7
ki + lát,2,kill,k ɪ l,1.44,7
ki + lép,2,kill,k ɪ l,1.44,7
ki + tör,2,kit,k ɪ t,1.44,7
le + száll,2,less,l ɛ s,1.44,7
let + et,2,let,l ɛ t,1.44,7
men + et,2,men,m ɛ n,1.44,7
dal + om,2,doll,d ɑ l,1.44,6
fed + él,2,fed,f ɛ d,1.44,6
fel + em,2,fell,f ɛ l,1.44,6
fel + áll,2,fell,f ɛ l,1.44,6
fel + ügy,2,fell,f ɛ l,1.44,6
gyanú + s,2,john,dʒ ɑ n,1.44,6
hat + od,2,hot,h ɑ t,1.44,6
hat + om,2,hot,h ɑ t,1.44,6
ki + szol,2,kiss,k ɪ s,1.44,6
misz + er,2,miss,m ɪ s,1.44,6
von + ás,2,von,v ɔ n,1.44,6
don + ít,2,dawn,d ɔ n,1.44,5
fel + es,2,fell,f ɛ l,1.44,5
fotó + z,2,fought,f ɔ t,1.44,5
fut + ás,2,foot,f ʊ t,1.44,5
hel + ik,2,hell,h ɛ l,1.44,5
kap + ac,2,cop,k ɑ p,1.44,5
kap + ott,2,cop,k ɑ p,1.44,5
kat + asz,2,caught,k ɑ t,1.44,5
kaz + et,2,cause,k ɑ z,1.44,5
ken + és,2,ken,k ɛ n,1.44,5
ki + ter,2,kit,k ɪ t,1.44,5
ki + tér,2,kit,k ɪ t,1.44,5
költ + ő,2,coal,k oʊ l,1.44,5
köt + és,2,coat,k oʊ t,1.44,5
lat + ot,2,lot,l ɑ t,1.44,5
let + ez,2,let,l ɛ t,1.44,5
men + edzs,2,men,m ɛ n,1.44,5
mik + us,2,mc,m ɪ k,1.44,5
szen + át,2,sen,s ɛ n,1.44,5
szet + ét,2,set,s ɛ t,1.44,5
tel + ek,2,tell,t ɛ l,1.44,5
tel + ev,2,tell,t ɛ l,1.44,5
tok + ol,2,talk,t ɔ k,1.44,5
voná + s,2,von,v ɔ n,1.44,5
be + lát,2,bell,b ɛ l,1.44,4
buk + ott,2,book,b ʊ k,1.44,4
dal + ok,2,doll,d ɑ l,1.44,4
eksz + ik,2,x,ɛ k s,1.44,4
ex + an,2,x,ɛ k s,1.44,4
fotó + k,2,fought,f ɔ t,1.44,4
hat + ok,2,hot,h ɑ t,1.44,4
kap + ja,2,cop,k ɑ p,1.44,4
ki + dob,2,kid,k ɪ d,1.44,4
ki + szab,2,kiss,k ɪ s,1.44,4
ki + száll,2,kiss,k ɪ s,1.44,4
ki + tűn,2,kit,k ɪ t,1.44,4
kim + en,2,kim,k ɪ m,1.44,4
kol + os,2,call,k ɔ l,1.44,4
kol + um,2,call,k ɔ l,1.44,4
kol + ás,2,call,k ɔ l,1.44,4
köt + el,2,coat,k oʊ t,1.44,4
köt + ni,2,coat,k oʊ t,1.44,4
köt + őd,2,coat,k oʊ t,1.44,4
leszt + ő,2,less,l ɛ s,1.44,4
let + en,2,let,l ɛ t,1.44,4
men + ed,2,men,m ɛ n,1.44,4
min + im,2,min,m ɪ n,1.44,4
szed + ni,2,said,s ɛ d,1.44,4
tel + ik,2,tell,t ɛ l,1.44,4
tel + ni,2,tell,t ɛ l,1.44,4
ki + zár,2,keys,k i z,1.49,11
ki + nev,2,keen,k i n,1.49,8
ki + néz,2,keen,k i n,1.49,6
din + am,2,dean,d i n,1.49,4
hid + eg,2,he'd,h i d,1.49,4
lik + ál,2,leak,l i k,1.49,4
szim + ul,2,seem,s i m,1.49,4
tul + aj,2,tool,t u l,1.507,45
mun + ik,2,moon,m u n,1.507,9
tul + ás,2,tool,t u l,1.507,5
ok + at,2,scott,s k ɑ t,1.52,210
ak + at,2,scott,s k ɑ t,1.52,34
